feature,importance_mean,importance_std
hold_1528_foot,0.0,0.0
hold_1521_foot,0.0,0.0
hold_1280_hand,0.0,0.0
hold_1229_hand,0.0,0.0
hold_1188_start,0.0,0.0
hold_1477_foot,0.0,0.0
hold_1348_hand,0.0,0.0
hold_1265_hand,0.0,0.0
hold_1516_foot,0.0,0.0
hold_1507_foot,0.0,0.0
hold_1487_foot,0.0,0.0
hold_1299_hand,0.0,0.0
hold_1489_foot,0.0,0.0
hold_1394_finish,0.0,0.0
hold_1323_hand,0.0,0.0
hold_1182_hand,0.0,0.0
hold_1146_start,0.0,0.0
hold_1133_start,0.0,0.0
hold_1081_foot,0.0,0.0
hold_1384_finish,0.0,0.0
hold_1235_foot,0.0,0.0
hold_1194_start,0.0,0.0
hold_1143_start,0.0,0.0
hold_1200_foot,0.0,0.0
hold_1195_hand,0.0,0.0
hold_1287_hand,0.0,0.0
hold_1162_start,0.0,0.0
hold_1151_start,0.0,0.0
hold_1140_foot,0.0,0.0
hold_1337_hand,0.0,0.0
hold_1204_foot,0.0,0.0
hold_1096_start,0.0,0.0
hold_1454_foot,0.0,0.0
hold_1567_hand,0.0,0.0
hold_1214_hand,0.0,0.0
hold_1504_foot,0.0,0.0
hold_1115_start,0.0,0.0
hold_1550_hand,0.0,0.0
hold_1354_hand,0.0,0.0
hold_1307_hand,0.0,0.0
hold_1235_hand,0.0,0.0
hold_1181_foot,0.0,0.0
hold_1148_start,0.0,0.0
hold_1127_foot,0.0,0.0
hold_1083_foot,0.0,0.0
hold_1336_hand,0.0,0.0
hold_1324_hand,0.0,0.0
hold_1242_foot,0.0,0.0
hold_1128_start,0.0,0.0
hold_1092_foot,0.0,0.0
hold_1385_finish,0.0,0.0
hold_1237_hand,0.0,0.0
hold_1224_hand,0.0,0.0
hold_1156_start,0.0,0.0
hold_1550_foot,0.0,0.0
hold_1526_foot,0.0,0.0
hold_1447_foot,0.0,0.0
hold_1388_finish,0.0,0.0
hold_1162_hand,0.0,0.0
hold_1160_hand,0.0,0.0
hold_1107_start,0.0,0.0
hold_1096_foot,0.0,0.0
hold_1350_hand,0.0,0.0
hold_1266_hand,0.0,0.0
hold_1379_finish,0.0,0.0
hold_1375_hand,0.0,0.0
